"09OR":"Heliport":"Mid-Columbia Medical Center Heliport, The Dalles, OR":45.6570655556:-121.145070556
"09S":"Airport":"Sullivan Lake State Airport, Metaline Falls, WA":48.8408952778:-117.283985833
"09WA":"Heliport":"Holy Family Hospital Heliport, Spokane, WA":47.7104469444:-117.406882222
"0AZ0":"Heliport":"Arizona Heart Hospital Heliport, Phoenix, AZ":33.48125:-112.040138889
"0AZ2":"Airport":"Western Sky Airpark Airport, Salome, AZ":33.7780555556:-113.641666667
"0AZ4":"Airport":"Flying Bucket Ranch Airport, Mobile, AZ":32.9822702778:-112.287092778
"0AZ5":"Airport":"Castle Well Airport, Morristown, AZ":33.8658658333:-112.603368333
"0AZ6":"Heliport":"St Joseph'S Hospital Heliport, Phoenix, AZ":33.4667777778:-112.07925
"0AZ7":"Heliport":"Sunstate Heliport, Phoenix, AZ":33.4436555556:-111.963478333
"0CA1":"Heliport":"Sutter Medical Center Castro Valley Heliport, Castro Valley, CA":37.6989444444:-122.08925
"0CA2":"Heliport":"Va Greater Los Angeles Health Care Center Heliport, West Los Angeles, CA":34.0497858333:-118.456246111
"0CA3":"Airport":"Crawford Airport, Santa Ynez, CA":34.5874880556:-120.013475833
"0CA4":"Airport":"Shepherd Ranch Airport, Santa Ynez, CA":34.6222088889:-120.0654225
"0CA5":"Airport":"Hoffman Pvt Airport, Santa Ysabel, CA":33.1430975:-116.745299444
"0CA6":"Airport":"Emory Ranch Airport, Ocotillo, CA":32.7494444444:-116.016111111
"0CA9":"Airport":"Blech Ranch Airport, Shandon, CA":35.5949691667:-120.338765278
"0CL0":"Airport":"Yosemite Hidden Lake Ranch Airport, Raymond, CA":37.1180025:-119.913213611
"0CL1":"Airport":"Krey Field Airport, Adelanto, CA":34.5694361111:-117.555555556
"0CL3":"Airport":"John Nichol'S Field Airport, Chula Vista, CA":32.6331119444:-116.893078056
"0CL4":"Heliport":"700 North Brand Heliport, Glendale, CA":34.1572291667:-118.254519167
"0CL5":"Heliport":"The Atrium Heliport, Irvine, CA":33.6705755556:-117.857556111
"0CL6":"Airport":"Bohunk'S Airpark Airport, Lancaster, CA":34.6947066667:-118.283131944
"0CL7":"Heliport":"Good Samaritan Hospital Heliport, Los Angeles, CA":34.0544561111:-118.265074722
"0CL8":"Ultralight":"Tera Ultralight, Ridgecrest, CA":35.5913458333:-117.633673056
"0CL9":"Heliport":"Sce San Jacinto Valley Service Center Heliport, Romoland, CA":33.7411313889:-117.151143333
"0ID0":"Airport":"South Fork Ranch Airport, Featherville, ID":43.60645:-115.10725
"0ID1":"Airport":"Ziggy'S Airport, Filer, ID":42.6412111111:-114.605433333
"0ID2":"Airport":"Flying Joseph Ranch Airport, May, ID":44.4428888889:-113.773138889
"0ID3":"Airport":"Coyote Run Airport, Mountain Home, ID":43.0757833333:-115.672883333
"0ID4":"Airport":"Black Butte Ranch Airport, Shoshone, ID":43.0476833333:-114.470325
"0ID6":"Heliport":"Steele Memorial Heliport, Salmon, ID":45.1738888889:-113.891111111
"0ID7":"Airport":"Z X Ranch Airport, Murphy, ID":43.2303083333:-116.763191667
"0ID8":"Airport":"Pinnacle Airport, Grangeville, ID":45.7751972222:-116.178475
"0L4":"Airport":"Lida Junction Airport, Goldfield, NV":37.4918888889:-117.188416667
"0L7":"Airport":"Jean Airport, Jean, NV":35.7682643611:-115.329621972
"0L9":"Airport":"Echo Bay Airport, Overton, NV":36.3110277778:-114.463888889
"0NV1":"Heliport":"Summerlin Medical Center Heliport, Las Vegas, NV":36.1936111111:-115.300833333
"0O2":"Airport":"Baker Airport, Baker, CA":35.2862777778:-116.081361111
"0O4":"Airport":"Corning Muni Airport, Corning, CA":39.9461111111:-122.171111111
"0O9":"Airport":"Ward Field Airport, Gasquet, CA":41.8455833333:-123.984777778
"0OR0":"Heliport":"Providence Hospital Heliport, Medford, OR":42.3387375:-122.862261111
"0OR2":"Heliport":"Hendershots Heliport, Merlin, OR":42.1331727778:-123.451171944
"0OR3":"Airport":"Long Ranch Airport, Merrill, OR":42.0190386111:-121.703885556
"0OR4":"Heliport":"Round Butte Heliport, Metolius, OR":44.6165075:-121.267824722
"0OR5":"Airport":"East Oregon Cattle Co Airport, Eagle Point, OR":42.5034580556:-122.854764444
"0OR6":"Airport":"Rome Service Airport Airport, Rome, OR":42.8340452778:-117.629044444
"0OR7":"Airport":"Marr Field Airport, Monmouth, OR":44.8540075:-123.263711667
"0OR8":"Airport":"Sutton On Rogue Airport, White City, OR":42.4848469444:-122.866153333
"0OR9":"Airport":"Hanel Field Airport, Mount Hood, OR":45.5926172222:-121.548685278
"0Q3":"Airport":"Sonoma Valley Airport, Schellville/Sonoma, CA":38.22394225:-122.449711
"0Q4":"Airport":"Selma Airport, Selma, CA":36.5810005:-119.656978
"0Q5":"Airport":"Shelter Cove Airport, Shelter Cove, CA":40.0281666667:-124.074305556
"0Q9":"Airport":"Sonoma Skypark Airport, Sonoma, CA":38.2574444444:-122.434083333
"0S0":"Airport":"Lind Airport, Lind, WA":46.9768419444:-118.587231111
"0S5":"Airport":"Nez Perce Muni Airport, Nez Perce, ID":46.2385277778:-116.238555556
"0S7":"Airport":"Dorothy Scott Airport, Oroville, WA":48.958965:-119.411962222
"0S9":"Airport":"Jefferson County Intl Airport, Port Townsend, WA":48.0538055556:-122.810638889
"0U0":"Airport":"Landmark Usfs Airport, Landmark, ID":44.6421111111:-115.533388889
"0U1":"Airport":"Warm Springs Creek Airport, Lowman, ID":44.1422222222:-115.314055556
"0U2":"Airport":"Copper Basin Airport, Mackay, ID":43.8019722222:-113.831527778
"0U3":"Airport":"Mahoney Creek Usfs Airport, Mahoney Creek, ID":44.7445833333:-114.921388889
"0U7":"Airport":"Hollow Top Airport, Carey, ID":43.32375:-113.5905
"0U8":"Airport":"May Airport, May, ID":44.6103333333:-113.894861111
"0U9":"Airport":"Lee Williams Memorial Airport, Midvale, ID":44.4612777778:-116.758027778
"0V7":"Airport":"Kayenta Airport, Kayenta, AZ":36.7164444444:-110.228444444
"0W0":"Seaplane Base":"Seattle Seaplanes Seaplane Base, Seattle, WA":47.6275980556:-122.331793611
"0W7":"Seaplane Base":"Floathaven Seaplane Base, Bellingham, WA":48.7356111111:-122.340027778
"0WA0":"Heliport":"Streamline Heliport, Machias, WA":47.9829166667:-122.037644444
"0WA1":"Airport":"Dwight Field Airport, Chehalis, WA":46.6170491667:-122.826232222
"0WA2":"Airport":"Curtis Airport, Curtis, WA":46.5903808333:-123.104577222
"0WA3":"Heliport":"Air Columbia Heliport, Stevenson, WA":45.6826166667:-121.900357778
"0WA4":"Heliport":"Hansen Heliport, East Wenatchee, WA":47.4362380556:-120.279515
"0WA5":"Heliport":"Ware Mountain Heliport, Mount Vernon, WA":48.3792888889:-122.288488889
"0WA6":"Heliport":"Swedish Edmonds Heliport, Edmonds, WA":47.8037077778:-122.334298056
"0WA7":"Heliport":"Shamrock Port Heliport, Newman Lake, WA":47.7769444444:-117.083888889
"0WA8":"Heliport":"Childrens Hospital Emergency Heliport, Seattle, WA":47.6639847222:-122.281236389
"0WA9":"Heliport":"Naval Station Everett Heliport, Everett, WA":47.9983333333:-122.246666667
"0WN0":"Airport":"Rucilla'S Roost Airport, Sequim, WA":48.1372944444:-123.112719444
"0WN1":"Airport":"Shangri-La Airport, Selah, WA":46.75195:-120.601666667
"0WN2":"Airport":"Coopers Landing Airport, Kennewick, WA":46.1277777778:-119.015
"0WN4":"Heliport":"Olympia Heliport, Olympia, WA":46.9639861111:-122.891552778
"0WN6":"Heliport":"L-Z Blue Thunder Heliport, Blaine, WA":48.9533861111:-122.817986111
"0WN8":"Heliport":"Sheldon Heliport, Coeur D'Alene, ID":47.2511111111:-116.851944444
"0WN9":"Airport":"Wings For Christ Airport, Omak, WA":48.4304638889:-119.486058333
"10AZ":"Airport":"Farm Ag Airport, Buckeye, AZ":33.3667083333:-112.618778056
"10CL":"Heliport":"Centerport Heliport, Costa Mesa, CA":33.6716944444:-117.874763889
"10ID":"Airport":"Flat Top Airstrip Airport, Muldoon, ID":43.4943486111:-113.921696111
"10NV":"Heliport":"Sunrise Mountain View Hospital Heliport, Las Vegas, NV":36.2144838333:-115.248544833
"10U":"Airport":"Owyhee Airport, Owyhee, NV":41.9536305556:-116.182065278
"11AZ":"Airport":"Whetstone Airport, Huachuca City, AZ":31.6837019444:-110.2900775
"11CA":"Airport":"Turner Field Airport, Fowler, CA":36.6732830556:-119.721528611
"11CL":"Airport":"Hansen Airport, Adelanto, CA":34.62999:-117.653390833
"11S":"Airport":"Sekiu Airport, Sekiu, WA":48.2661163889:-124.313964722
"11WA":"Airport":"Homeport Airport, Cheney, WA":47.5238888889:-117.469444444
"12AZ":"Airport":"Ranta Strip Airport, Morristown, AZ":33.8539211111:-112.653230278
"12CL":"Airport":"Newton Field Airport, Stratford, CA":36.1568958333:-119.849576667
"12CN":"Airport":"Richter Airport, Maxwell, CA":39.27:-122.116388889
"12ID":"Airport":"Flying B Ranch Landing Strip Airport, Salmon, ID":44.96797:-114.732868611
"12OR":"Airport":"Skinner Ranch Airport, Jordan Valley, OR":42.9512655556:-117.282091111
"12S":"Airport":"Monument Muni Airport, Monument, OR":44.8315277778:-119.429666667
"12WA":"Airport":"Fowlers Nw 40 Airport, Spokane, WA":47.520725:-117.462704722
"12WT":"Airport":"Walker Airport, Palouse, WA":46.911:-117.218666667
"13AZ":"Ultralight":"Waltenberry Field Ultralight, Tonopah, AZ":33.535:-112.853472222
"13CA":"Heliport":"M H 15 Heaps Peak Usfs Heliport, Lake Arrowhead, CA":34.2352777778:-117.154722222
"13CL":"Airport":"Maine Prairie Airport, Dixon, CA":38.3812988889:-121.8235725
"13ID":"Airport":"Silva Ranch Airport, Stanley, ID":44.2665741667:-115.000921944
"13OR":"Airport":"Aubrey Mountain Airstrip Airport, Oakridge, OR":43.7406788889:-122.426436389
"13W":"Airport":"Camano Island Airfield Airport, Stanwood, WA":48.2569444444:-122.436194444
"14AZ":"Airport":"Ruby Star Airpark Airport, Green Valley, AZ":31.9092222222:-111.120972222
"14CA":"Heliport":"Hoag Memorial Hospital Presbyterian Heliport, Newport Beach, CA":33.6241875:-117.929502222
"14CL":"Heliport":"Foothill Presbyterian Hospital Heliport, Glendora, CA":34.1333408333:-117.8692275
"14ID":"Airport":"Peaceful Cove Airport, Boise, ID":43.6706527778:-116.211230556
"14L":"Heliport":"Devonshire Area Heliport, Los Angeles, CA":34.2569472222:-118.531475278
"14S":"Airport":"Westport Airport, Westport, WA":46.8969508333:-124.100745278
"14WA":"Airport":"Lz Ranch Airport, Olympia, WA":46.97075:-122.736547222
"15AZ":"Airport":"Quail Mesa Ranch Airport, Quartzsite, AZ":33.7613888889:-114.459444444
"15CA":"Heliport":"Stanford University Hospital Center Heliport, Palo Alto, CA":37.4354944444:-122.174964722
"15CL":"Airport":"Hunt Farms Airport, Merced, CA":37.3427180556:-120.403520833
"15CN":"Heliport":"Adventist Medical Center Hanford Heliport, Hanford, CA":36.3232777778:-119.66725
"15ID":"Airport":"Scanlon Airport, Coeur D'Alene, ID":47.68555:-117.038
"15OR":"Heliport":"Camp Rilea Ahp Heliport, Warrenton, OR":46.1164944444:-123.931531944
"15S":"Ultralight":"Lester State Ultralight, Lester, WA":47.2151111111:-121.462315833
"15WA":"Airport":"Sunset Airport, Stanwood, WA":48.2773888889:-122.361611111
"16AZ":"Airport":"Yav'Pe Ma'Ta Airport, Skull Valley, AZ":34.5089133333:-112.679898611
"16CA":"Heliport":"Police Pistol Range Heliport, San Francisco, CA":37.7193763889:-122.498861389
"16CL":"Heliport":"Mother Lode Service Center Heliport, Angels Camp, CA":38.0832547222:-120.541312778
"16ID":"Heliport":"Bear Lake Memorial Hospital Helipad Heliport, Montpelier, ID":42.3164166667:-111.2994
"16S":"Airport":"Myrtle Creek Muni Airport, Myrtle Creek, OR":42.9972611111:-123.315347222
"16W":"Airport":"Little Goose Lock And Dam Airport, Starbuck, WA":46.5839444444:-118.003583333
"16WA":"Airport":"Tightcliff Airport, Nine Mile Falls, WA":47.8447222222:-117.693611111
"17AZ":"Heliport":"Gilbert Emergency Hospital Heliport, Gilbert, AZ":33.3132777778:-111.686722222
"17CA":"Heliport":"Doctors Medical Center Heliport, San Pablo, CA":37.9540902778:-122.3371925
"17CL":"Airport":"Las Trancas Airport, Davenport, CA":37.0880033333:-122.273581944
"17ID":"Airport":"Coyote Ridge Airport, Midvale, ID":44.4138888889:-116.590833333
"17OG":"Heliport":"Eugene Fire Station #2 Heliport, Eugene, OR":44.0583416667:-123.118861111
"17OR":"Airport":"Glide Aero Airport, Glide, OR":43.2641666667:-123.110277778
"17S":"Airport":"Chehalem Airpark Airport, Newberg, OR":45.3237277778:-123.054269444
"17WA":"Heliport":"Roesler Timber Company Heliport, Startup, WA":47.8681575:-121.752896944
"18AZ":"Airport":"Sky Ranch At Carefree Airport, Carefree, AZ":33.8180947222:-111.897924167
"18CA":"Heliport":"Twin Cities Community Hospital Heliport, Templeton, CA":35.5549713889:-120.719338333
"18CL":"Airport":"Bowles Airport, Live Oak, CA":39.2860005556:-121.694138056
"18CN":"Heliport":"Ucsf Medical Center At Mission Bay Heliport, San Francisco, CA":37.7655555556:-122.390555556
"18ID":"Heliport":"Elmore Medical Center Heliport, Mountain Home, ID":43.138925:-115.693936111
"18JY":"Airport":"Skamokawa East Valley Airport, Skamokawa, WA":46.2847222222:-123.442777778
"18OR":"Airport":"Red'S Field Airport, Amity, OR":45.0918638889:-123.182352778
"18WA":"Heliport":"Pasco Heliport, Pasco, WA":46.375:-119.205555556
"19AZ":"Airport":"Montezuma Airport, Camp Verde, AZ":34.6050236111:-111.865151667
"19CL":"Airport":"Palisades Ranch Airport, Helendale, CA":34.7122097222:-117.350881389
"19OR":"Airport":"Nelson Ranch Airport, Maupin, OR":45.1095619444:-121.223672778
"19WA":"Airport":"Key Way Airport, Stevenson, WA":45.7195608333:-121.886190833
"1A8":"Airport":"Empire Airport, Empire, NV":40.5785555556:-119.351444444
"1AZ0":"Airport":"Mobile Airport, Mobile, AZ":33.1119444444:-112.269166667
"1AZ1":"Heliport":"Boulais Heliport, Tolleson, AZ":33.5150411111:-112.255988611
"1AZ3":"Heliport":"Arizona State Prison - Safford Heliport, Safford, AZ":32.8288888889:-109.565
"1AZ6":"Airport":"Skyline Air Ranch Airport, Sierra Vista, AZ":31.5566666667:-110.110833333
"1AZ7":"Heliport":"S R P Tolleson Center Heliport, Tolleson, AZ":33.4497647222:-112.229875833
"1AZ8":"Airport":"Willow Springs Ranch Airport, Bullhead City, AZ":35.29583:-114.373015556
"1C9":"Airport":"Frazier Lake Airpark Airport, Hollister, CA":36.9528333333:-121.462638889
"1CA1":"Airport":"Belridge Strip Airport, South Belridge, CA":35.4680180556:-119.722073611
"1CA3":"Heliport":"G S A Laguna Niguel G/L Helistop Heliport, South Laguna Beach, CA":33.5616913889:-117.715607778
"1CA6":"Airport":"On The Rocks Airport, Alpine, CA":32.7650541667:-116.722520556
"1CA7":"Heliport":"L A Times Costa Mesa Heliport, Costa Mesa, CA":33.6928888889:-117.916888889
"1CA9":"Heliport":"Los Angeles County Fire Department Heliport, Thousand Oaks, CA":34.08334:-118.867593611
"1CL0":"Heliport":"William Archibald Heliport, San Dimas, CA":34.1044533333:-117.799781111
"1CL1":"Airport":"Little Buttes Antique Airfield Airport, Lancaster, CA":34.7941469444:-118.277576944
"1CL2":"Airport":"Pontious Airport, Mojave, CA":34.9424744444:-118.169797222
"1CL4":"Heliport":"Uci Medical Center Heliport, Orange, CA":33.7887663889:-117.890473611
"1CL5":"Heliport":"Pomerado Hospital Heliport, Poway, CA":32.9960555556:-117.055527778
"1CL6":"Heliport":"Lake Park Helistop Heliport, Sacramento, CA":38.5476841667:-121.379674167
"1CL8":"Heliport":"Marian Medical Center Heliport, Santa Maria, CA":34.9505555556:-120.411666667
"1CN1":"Heliport":"Western Medical Center Santa Ana Heliport, Santa Ana, CA":33.7544444444:-117.831944444
"1G4":"Airport":"Grand Canyon West Airport, Peach Springs, AZ":35.9861111111:-113.816916667
"1ID2":"Heliport":"Horseshoe Bend Heliport, Horseshoe Bend, ID":43.9144444444:-116.196666667
"1ID3":"Airport":"Beaux Ranch Field Airport, Sandpoint, ID":48.1679666667:-116.726583333
"1ID4":"Airport":"Red Baron Airpark Airport, Boise, ID":43.3105555556:-115.9025
"1ID5":"Heliport":"St Luke'S Wood River Medical Center Heliport, Ketchum, ID":43.6486111111:-114.348333333
"1ID6":"Heliport":"Sligars Landing Heliport, Kimberly, ID":42.5858333333:-114.356944444
"1ID7":"Airport":"Fairbanks Airfield Airport, Eden, ID":42.5877777778:-114.334166667
"1ID8":"Heliport":"Gooding County Memorial Hospital Heliport, Gooding, ID":42.9333333333:-114.708333333
"1ID9":"Airport":"Skyline Airport, Inkom, ID":42.7805555556:-112.170833333
"1JY2":"Airport":"Mahogany Mtn Airport, Silver Lake, OR":43.0670833333:-121.05305
"1L1":"Airport":"Lincoln County Airport, Panaca, NV":37.7874166667:-114.419888889
"1L3":"Airport":"Searchlight Airport, Searchlight, NV":35.4445555556:-114.909361111
"1L4":"Airport":"Kidwell Airport, Cal Nev Ari, NV":35.3055494444:-114.882752778
"1NV1":"Airport":"Fallon Southwest Airpark Airport, Fallon, NV":39.4152777778:-118.836666667
"1O0":"Seaplane Base":"Lake Woahink Seaplane Base, Florence, OR":43.9041666667:-124.114722222
"1O2":"Airport":"Lampson Field Airport, Lakeport, CA":38.9906111111:-122.900722222
"1O3":"Airport":"Lodi Airport, Lodi, CA":38.2024751944:-121.269194222
"1O5":"Airport":"Montague-Yreka Rohrer Field Airport, Montague, CA":41.7299833333:-122.544480556
"1O6":"Airport":"Dunsmuir Muni-Mott Airport, Dunsmuir, CA":41.2629194444:-122.2720375
"1OG1":"Heliport":"Mercy Hospital Heliport, Roseburg, OR":43.2431111111:-123.366388889
"1OR0":"Airport":"Sunnyhill Airport, North Bend, OR":43.4831688889:-124.202891944
"1OR1":"Heliport":"Chehalem Mountain Heliport, Newberg, OR":45.3553952778:-122.946211944
"1OR2":"Heliport":"Menasha  Pad Heliport, North Bend, OR":43.4087233333:-124.218168333
"1OR3":"Airport":"Sunset Air Strip Airport, North Plains, OR":45.5915038889:-123.00955
"1OR4":"Gliderport":"North Plains Gliderport, North Plains, OR":45.6040036111:-123.024828611
"1OR7":"Airport":"Skyhill Airport, Oregon City, OR":45.2879:-122.456111111
"1OR9":"Heliport":"Providence Willamette Falls Medical Center Heliport, Oregon City, OR":45.3576208333:-122.585924167
"1Q1":"Airport":"Eckert Field Airport, Strathmore, CA":36.1623888889:-119.050638889
"1Q2":"Airport":"Spaulding Airport, Susanville, CA":40.6503055556:-120.768508889
"1Q4":"Airport":"New Jerusalem Airport, Tracy, CA":37.6777777778:-121.301194444
"1Q5":"Airport":"Gravelly Valley Airport, Upper Lake, CA":39.4507222222:-122.954611111
"1RL":"Airport":"Point Roberts Airpark Airport, Point Roberts, WA":48.9771388889:-123.079222222
"1S1":"Airport":"Eckhart Intl Airport, Porthill, ID":48.9904722222:-116.502055556
"1S2":"Airport":"Darrington Muni Airport, Darrington, WA":48.2586125:-121.610203611
"1S5":"Airport":"Sunnyside Muni Airport, Sunnyside, WA":46.3270833333:-119.970361111
"1S6":"Airport":"Priest River Muni Airport, Priest River, ID":48.1906944444:-116.909777778
"1S7":"Airport":"Slate Creek Airport, Slate Creek, ID":45.6717777778:-116.305722222
"1S8":"Airport":"Arlington Muni Airport, Arlington, OR":45.7225555556:-120.176972222
"1S9":"Airport":"Sand Canyon Airport, Chewelah, WA":48.3140802778:-117.743390278
"1U0":"Airport":"Bear Trap Airport, Minidoka, ID":42.9753333333:-113.35075
"1U1":"Airport":"Moose Creek /Usfs/ Airport, Moose Creek Ranger Station, ID":46.1207508333:-114.927333333
"1U2":"Airport":"Mud Lake/West Jefferson County/ Airport, Mud Lake, ID":43.8509444444:-112.501361111
"1U3":"Airport":"Murphy Airport, Murphy, ID":43.2159444444:-116.548361111
"1U4":"Airport":"New Meadows Airport, New Meadows, ID":44.978:-116.283916667
"1U6":"Airport":"Oakley Muni Airport, Oakley, ID":42.2338888889:-113.877638889
"1U7":"Airport":"Bear Lake County Airport, Paris, ID":42.24975:-111.341638889
"1U9":"Airport":"Pine Airport, Pine, ID":43.46625:-115.310027778
"1W1":"Airport":"Grove Field Airport, Camas, WA":45.6278294444:-122.404311389
"1WA0":"Heliport":"Legacy Salmon Creek Hospital Heliport, Vancouver, WA":45.7201194444:-122.649263889
"1WA1":"Heliport":"Weber Point Heliport, Redmond, WA":47.6470438889:-122.087344167
"1WA2":"Airport":"Pilot'S Pastures Airport, Winlock, WA":46.51925:-122.890083333
"1WA3":"Heliport":"Calkins Equipment Company Heliport, Everett, WA":47.9795402778:-122.186245556
"1WA4":"Heliport":"Providence Hospital Heliport, Everett, WA":47.9762066667:-122.215690278
"1WA5":"Heliport":"General Hospital Of Everett Heliport, Everett, WA":47.99954:-122.205413889
"1WA6":"Airport":"Fall City Airport, Fall City, WA":47.5595461111:-121.863725833
"1WA8":"Heliport":"Madigan Hospital Heliport, Fort Lewis, WA":47.1098333333:-122.557166667
"1WA9":"Airport":"Friday West Airport, Friday Harbor, WA":48.5350991667:-123.044902778
"1WN0":"Airport":"Schmidt Ranch Airport, Northport, WA":48.9333805556:-117.749808333
"1WT6":"Heliport":"Overlake Hospital Ems Heliport, Bellevue, WA":47.6216666667:-122.187777778
